Month,Year,Max Temp,Min Temp,Ave Temp,Precipitation,Radiation,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Snowfall,Evaporation,Moisture Deficit,Relative Humidity
Nov,1925,2.2,-6.8,-2.3,72,-9999.0,109,8,608,0,2,41,0,0,65
Dec,1925,1.7,-3.8,-1.1,103,-9999.0,83,13,589,0,6,35,0,0,56
Jan,1926,-2.6,-8.9,-5.8,108,-9999.0,199,4,737,0,1,81,0,0,73
Feb,1926,2.6,-5.9,-1.7,129,-9999.0,88,11,546,0,3,68,0,0,67
Mar,1926,7.3,-6.4,0.5,28,-9999.0,58,22,545,0,2,14,40,12,51
Apr,1926,12.5,-3.2,4.6,73,-9999.0,12,52,401,1,6,13,70,0,49
May,1926,13.3,0.1,6.7,72,-9999.0,2,76,350,1,14,10,87,16,57
Jun,1926,19.8,2.1,10.9,76,-9999.0,0,179,213,2,21,1,123,48,47
Jul,1926,25.4,5.2,15.3,32,-9999.0,0,321,93,10,30,0,151,119,43
Aug,1926,20.3,3.8,12.0,83,-9999.0,0,219,186,2,27,2,106,23,50
Sep,1926,11.1,-1.0,5.1,130,-9999.0,5,47,388,0,11,29,51,0,60
Oct,1926,9.2,-1.0,4.1,78,-9999.0,14,44,432,0,12,9,31,0,65
Nov,1926,3.0,-4.7,-0.8,144,-9999.0,78,12,565,0,5,62,0,0,70
Dec,1926,-2.5,-10.7,-6.6,86,-9999.0,220,3,759,0,1,74,0,0,77
Jan,1927,-3.8,-11.5,-7.6,156,-9999.0,246,2,794,0,1,135,0,0,67
Feb,1927,-1.3,-9.8,-5.5,212,-9999.0,175,4,655,0,1,189,0,0,65
Mar,1927,2.7,-6.6,-1.9,95,-9999.0,103,11,620,0,2,79,0,0,64
Apr,1927,6.5,-4.3,1.1,58,-9999.0,41,19,507,0,4,37,49,0,61
May,1927,9.5,-0.4,4.5,83,-9999.0,7,40,417,1,13,29,69,0,67
Jun,1927,17.4,3.6,10.5,99,-9999.0,0,166,226,2,25,2,107,8,57
Jul,1927,22.0,4.5,13.3,45,-9999.0,0,257,145,3,29,1,132,87,48
Aug,1927,20.9,5.2,13.0,59,-9999.0,0,251,156,4,29,1,106,48,53
Sep,1927,13.0,2.7,7.8,190,-9999.0,2,99,306,1,22,19,52,0,66
Oct,1927,7.7,0.6,4.1,173,-9999.0,14,44,432,0,17,21,26,0,76
Nov,1927,1.3,-4.4,-1.6,255,-9999.0,93,10,587,0,5,127,0,0,77
Dec,1927,-6.7,-16.3,-11.5,126,-9999.0,358,1,911,0,0,124,0,0,65
Jan,1928,-2.3,-9.6,-6.0,97,-9999.0,204,3,743,0,1,75,0,0,70
Feb,1928,0.4,-10.7,-5.2,22,-9999.0,165,4,644,0,0,19,0,0,55
Mar,1928,5.2,-5.7,-0.2,151,-9999.0,69,18,568,0,3,94,0,0,60
Apr,1928,5.8,-4.2,0.8,112,-9999.0,45,17,517,0,4,77,46,0,64
May,1928,16.9,1.0,8.9,45,-9999.0,1,131,282,3,17,2,104,59,51
Jun,1928,15.7,3.4,9.5,113,-9999.0,0,138,255,1,25,4,98,0,61
Jul,1928,22.3,5.9,14.1,52,-9999.0,0,283,123,5,30,0,131,80,51
Aug,1928,20.8,2.6,11.7,27,-9999.0,0,207,198,2,24,1,110,83,46
Sep,1928,18.4,0.2,9.3,2,-9999.0,1,137,262,2,15,0,74,72,45
Oct,1928,6.8,-1.6,2.6,131,-9999.0,24,29,479,0,10,33,26,0,70
Nov,1928,1.6,-5.6,-2.0,102,-9999.0,102,9,600,0,3,55,0,0,71
Dec,1928,-3.3,-10.8,-7.1,119,-9999.0,233,2,774,0,1,105,0,0,58
Jan,1929,-9.1,-18.5,-13.8,80,-9999.0,429,0,984,0,0,79,0,0,59
Feb,1929,-4.3,-17.6,-11.0,60,-9999.0,309,1,807,0,0,59,0,0,46
Mar,1929,3.9,-5.9,-1.0,120,-9999.0,83,14,591,0,3,87,0,0,63
Apr,1929,5.6,-4.9,0.4,79,-9999.0,51,15,529,0,3,59,46,0,62
May,1929,13.1,-0.8,6.1,59,-9999.0,3,65,368,1,11,11,88,28,55
Jun,1929,16.2,2.6,9.4,94,-9999.0,0,135,258,1,23,3,102,9,57
Jul,1929,23.5,3.2,13.3,8,-9999.0,0,260,143,3,26,0,143,135,42
Aug,1929,24.7,4.1,14.4,16,-9999.0,0,292,115,8,27,0,127,112,42
Sep,1929,14.5,-0.9,6.8,30,-9999.0,3,76,336,1,11,4,61,31,51
Oct,1929,10.2,-3.4,3.4,56,-9999.0,18,36,455,0,6,10,34,0,54
Nov,1929,1.7,-9.9,-4.1,17,-9999.0,153,5,662,0,1,12,0,0,55
Dec,1929,0.0,-7.2,-3.6,273,-9999.0,138,7,666,0,2,167,0,0,68
Jan,1930,-10.3,-21.3,-15.8,45,-9999.0,492,0,1046,0,0,45,0,0,52
Feb,1930,2.3,-7.1,-2.4,135,-9999.0,102,9,567,0,2,84,0,0,63
Mar,1930,3.9,-7.4,-1.7,68,-9999.0,98,11,614,0,2,55,0,0,57
Apr,1930,12.2,-1.5,5.4,84,-9999.0,9,63,380,1,10,10,68,0,55
May,1930,11.7,-0.3,5.7,137,-9999.0,4,56,383,1,13,31,80,0,60
Jun,1930,16.4,2.2,9.3,69,-9999.0,0,131,262,1,21,3,104,35,55
Jul,1930,23.3,4.4,13.8,24,-9999.0,0,274,131,5,29,0,140,116,45
Aug,1930,23.9,4.7,14.3,18,-9999.0,0,289,117,8,28,0,122,104,45
Sep,1930,17.0,2.4,9.7,78,-9999.0,1,149,249,3,21,4,67,0,55
Oct,1930,5.7,-2.2,1.8,89,-9999.0,33,22,505,0,8,32,24,0,71
Nov,1930,0.1,-7.3,-3.6,134,-9999.0,141,5,647,0,2,93,0,0,70
Dec,1930,-2.6,-11.4,-7.0,24,-9999.0,231,2,771,0,1,21,0,0,70
Jan,1931,-0.5,-7.0,-3.7,80,-9999.0,145,6,675,0,3,46,0,0,73
Feb,1931,0.3,-8.7,-4.2,47,-9999.0,142,5,618,0,1,38,0,0,63
Mar,1931,3.5,-5.5,-1.0,95,-9999.0,83,14,591,0,3,69,0,0,66
Apr,1931,9.3,-3.9,2.7,42,-9999.0,24,31,458,0,5,17,59,17,55
May,1931,15.8,-0.3,7.7,34,-9999.0,1,99,319,2,13,3,100,67,50
Jun,1931,18.0,3.5,10.8,60,-9999.0,0,174,218,2,25,1,111,51,55
Jul,1931,23.8,4.2,14.0,19,-9999.0,0,280,126,5,28,0,143,125,44
Aug,1931,24.2,3.3,13.8,5,-9999.0,0,273,133,6,26,0,126,121,41
Sep,1931,15.1,1.5,8.3,78,-9999.0,1,110,292,2,19,7,61,0,57
Oct,1931,9.5,-2.9,3.3,50,-9999.0,18,35,456,0,7,9,33,0,58
Nov,1931,-0.6,-10.7,-5.7,150,-9999.0,190,3,710,0,1,126,0,0,59
Dec,1931,-2.3,-11.3,-6.8,196,-9999.0,227,3,766,0,1,171,0,0,63
Jan,1932,-4.6,-13.5,-9.1,76,-9999.0,284,1,839,0,0,70,0,0,62
Feb,1932,-1.4,-12.3,-6.8,128,-9999.0,207,3,692,0,0,120,0,0,55
Mar,1932,0.9,-8.9,-4.0,135,-9999.0,153,6,684,0,1,128,0,0,61
Apr,1932,7.8,-2.9,2.5,107,-9999.0,26,29,466,0,6,48,52,0,62
May,1932,13.1,0.0,6.5,74,-9999.0,2,73,355,1,14,12,86,12,58
Jun,1932,18.6,3.3,11.0,44,-9999.0,0,180,212,2,25,1,115,71,53
Jul,1932,21.6,3.8,12.7,25,-9999.0,0,239,165,2,28,0,131,106,48
Aug,1932,21.8,4.8,13.3,38,-9999.0,0,259,147,5,29,1,112,74,49
Sep,1932,18.2,-0.5,8.8,13,-9999.0,1,125,275,2,12,1,74,60,44
Oct,1932,7.3,-1.6,2.8,128,-9999.0,22,31,472,0,10,29,27,0,69
Nov,1932,3.2,-3.5,-0.1,214,-9999.0,64,15,544,0,6,77,0,0,74
Dec,1932,-4.4,-14.0,-9.2,149,-9999.0,287,1,839,0,0,142,0,0,62
Jan,1933,-1.7,-9.2,-5.5,156,-9999.0,191,4,728,0,1,113,0,0,69
Feb,1933,-4.5,-15.3,-9.9,98,-9999.0,272,1,777,0,0,97,0,0,55
Mar,1933,2.9,-6.6,-1.8,112,-9999.0,101,11,617,0,2,92,0,0,63
Apr,1933,7.6,-5.2,1.2,50,-9999.0,39,20,504,0,3,32,53,3,55
May,1933,10.9,-1.6,4.7,63,-9999.0,7,41,414,1,9,21,78,15,58
Jun,1933,18.9,2.6,10.8,84,-9999.0,0,175,217,2,23,1,118,34,50
Jul,1933,23.7,3.2,13.4,15,-9999.0,0,263,140,4,26,0,144,129,42
Aug,1933,22.7,4.0,13.4,45,-9999.0,0,261,145,5,27,1,117,72,46
Sep,1933,13.9,0.6,7.2,93,-9999.0,2,85,324,1,16,11,58,0,57
Oct,1933,9.3,-1.3,4.0,170,-9999.0,14,43,435,0,11,22,31,0,64
Nov,1933,4.4,-3.8,0.3,92,-9999.0,57,17,530,0,6,30,14,0,69
Dec,1933,0.9,-6.2,-2.6,455,-9999.0,115,9,636,0,3,229,0,0,58
Jan,1934,1.2,-5.9,-2.4,179,-9999.0,114,10,633,0,4,79,0,0,71
Feb,1934,3.3,-7.7,-2.2,18,-9999.0,98,10,562,0,1,11,0,0,58
Mar,1934,7.5,-5.1,1.2,177,-9999.0,48,27,522,0,4,69,40,0,55
Apr,1934,14.0,-1.7,6.2,48,-9999.0,7,77,356,1,9,4,75,27,50
May,1934,16.5,1.6,9.1,56,-9999.0,1,135,277,3,20,2,102,46,54
Jun,1934,17.7,2.5,10.1,56,-9999.0,0,155,238,1,23,1,111,55,53
Jul,1934,23.5,4.1,13.8,12,-9999.0,0,274,131,5,28,0,141,130,44
Aug,1934,23.9,3.2,13.6,5,-9999.0,0,267,139,5,25,0,124,119,41
Sep,1934,14.4,-0.1,7.1,39,-9999.0,2,83,326,1,14,5,61,21,54
Oct,1934,8.9,-0.2,4.3,167,-9999.0,13,47,425,0,14,18,29,0,69
Nov,1934,3.7,-2.2,0.8,171,-9999.0,50,20,517,0,9,48,12,0,78
Dec,1934,-1.4,-7.7,-4.6,151,-9999.0,164,5,697,0,2,107,0,0,71
Jan,1935,-3.7,-12.3,-8.0,236,-9999.0,255,2,806,0,0,208,0,0,63
Feb,1935,0.5,-10.5,-5.0,12,-9999.0,161,4,640,0,1,10,0,0,56
Mar,1935,0.5,-8.5,-4.0,120,-9999.0,153,6,683,0,1,114,0,0,63
Apr,1935,5.1,-6.3,-0.6,61,-9999.0,68,11,558,0,2,51,0,0,58
May,1935,13.3,-2.2,5.5,39,-9999.0,4,54,388,1,7,10,90,51,50
Jun,1935,16.9,1.8,9.3,38,-9999.0,0,133,261,1,20,1,108,70,53
Jul,1935,22.2,4.2,13.2,41,-9999.0,0,256,146,3,28,0,134,93,47
Aug,1935,21.1,3.0,12.1,18,-9999.0,0,219,186,3,25,0,111,93,46
Sep,1935,18.9,0.7,9.8,9,-9999.0,1,152,246,3,16,0,75,66,46
Oct,1935,8.3,-3.6,2.3,72,-9999.0,27,27,487,0,5,21,31,0,58
Nov,1935,-0.7,-9.4,-5.1,77,-9999.0,176,3,691,0,1,61,0,0,64
Dec,1935,-1.4,-7.2,-4.3,63,-9999.0,157,5,689,0,2,43,0,0,73
Jan,1936,-1.7,-9.4,-5.6,155,-9999.0,194,4,732,0,1,114,0,0,68
Feb,1936,-9.7,-22.4,-16.0,169,-9999.0,451,0,949,0,0,169,0,0,46
Mar,1936,1.7,-8.3,-3.3,142,-9999.0,134,7,661,0,1,131,0,0,60
Apr,1936,9.4,-4.0,2.7,76,-9999.0,24,31,459,0,4,31,59,0,54
May,1936,17.7,1.6,9.7,42,-9999.0,0,153,258,4,20,1,108,66,51
Jun,1936,19.2,4.6,11.9,80,-9999.0,0,207,185,3,27,1,116,35,55
Jul,1936,25.3,5.0,15.2,19,-9999.0,0,316,97,9,29,0,151,132,42
Aug,1936,23.8,4.1,13.9,11,-9999.0,0,278,128,6,27,0,123,112,43
Sep,1936,16.1,0.7,8.4,68,-9999.0,1,114,288,2,16,6,66,0,52
Oct,1936,11.4,-3.2,4.1,23,-9999.0,14,44,433,0,6,3,37,14,51
Nov,1936,0.3,-10.6,-5.1,12,-9999.0,178,3,694,0,1,10,0,0,56
Dec,1936,-1.6,-8.9,-5.2,217,-9999.0,182,4,717,0,1,167,0,0,76
Jan,1937,-13.2,-25.2,-19.2,120,-9999.0,595,0,1150,0,0,120,0,0,47
Feb,1937,-2.3,-13.7,-8.0,201,-9999.0,234,2,724,0,0,194,0,0,53
Mar,1937,3.4,-7.8,-2.2,23,-9999.0,109,10,629,0,1,20,0,0,57
Apr,1937,5.6,-3.4,1.1,160,-9999.0,41,19,507,0,5,103,45,0,67
May,1937,14.7,-0.4,7.1,35,-9999.0,2,85,337,2,12,4,95,60,52
Jun,1937,17.2,3.3,10.3,98,-9999.0,0,159,233,1,25,2,106,9,57
Jul,1937,23.5,5.4,14.5,21,-9999.0,0,292,115,6,30,0,140,119,47
Aug,1937,20.7,3.2,11.9,37,-9999.0,0,215,190,2,25,1,108,71,48
Sep,1937,18.5,1.6,10.1,58,-9999.0,1,159,239,3,19,3,73,15,49
Oct,1937,9.8,0.6,5.2,87,-9999.0,9,58,399,0,16,6,31,0,69
Nov,1937,1.8,-4.2,-1.2,195,-9999.0,85,11,576,0,5,91,0,0,76
Dec,1937,-1.8,-8.2,-5.0,182,-9999.0,176,4,710,0,2,136,0,0,70
Jan,1938,-2.5,-10.0,-6.3,107,-9999.0,212,3,752,0,1,84,0,0,68
Feb,1938,-1.5,-11.7,-6.6,155,-9999.0,201,3,685,0,0,144,0,0,58
Mar,1938,2.2,-6.2,-2.0,127,-9999.0,103,11,621,0,2,106,0,0,67
Apr,1938,8.8,-3.8,2.5,81,-9999.0,26,29,466,0,5,36,57,0,56
May,1938,12.5,-0.2,6.2,41,-9999.0,3,65,367,1,13,8,84,42,59
Jun,1938,19.8,3.8,11.8,53,-9999.0,0,206,186,3,26,0,121,68,51
Jul,1938,24.5,6.1,15.3,37,-9999.0,0,320,93,10,30,0,145,108,47
Aug,1938,21.9,2.7,12.3,18,-9999.0,0,228,178,3,24,0,115,97,44
Sep,1938,21.6,3.6,12.6,43,-9999.0,0,229,170,8,24,1,82,39,47
Oct,1938,9.5,-0.1,4.7,89,-9999.0,11,52,413,0,14,8,31,0,67
Nov,1938,-0.7,-7.8,-4.2,92,-9999.0,157,4,667,0,2,68,0,0,71
Dec,1938,-1.3,-8.9,-5.1,146,-9999.0,177,4,712,0,1,111,0,0,73
Jan,1939,-0.4,-7.2,-3.8,156,-9999.0,148,6,677,0,2,90,0,0,72
Feb,1939,-2.9,-13.8,-8.3,104,-9999.0,241,2,733,0,0,100,0,0,55
Mar,1939,4.9,-7.4,-1.2,87,-9999.0,88,13,599,0,2,66,0,0,54
Apr,1939,10.4,-3.2,3.6,26,-9999.0,18,39,433,1,6,8,62,36,54
May,1939,15.2,0.5,7.9,52,-9999.0,1,103,315,2,16,4,97,45,54
Jun,1939,14.4,1.8,8.1,108,-9999.0,1,101,297,0,20,8,94,0,60
Jul,1939,24.0,4.8,14.4,5,-9999.0,0,291,116,6,29,0,143,139,45
Aug,1939,24.8,3.6,14.2,5,-9999.0,0,286,119,7,27,0,128,123,40
Sep,1939,17.0,1.6,9.3,38,-9999.0,1,138,261,2,19,2,68,30,52
Oct,1939,8.8,-1.4,3.7,57,-9999.0,16,39,444,0,11,9,30,0,65
Nov,1939,4.1,-4.9,-0.4,52,-9999.0,70,14,553,0,4,20,0,0,66
Dec,1939,1.0,-5.9,-2.5,161,-9999.0,111,9,631,0,3,78,0,0,68
Jan,1940,-4.0,-11.9,-7.9,40,-9999.0,254,2,804,0,1,35,0,0,66
Feb,1940,0.1,-7.0,-3.5,213,-9999.0,125,7,597,0,2,157,0,0,71
Mar,1940,6.3,-4.1,1.1,110,-9999.0,49,26,526,0,5,45,36,0,62
Apr,1940,8.5,-2.3,3.1,86,-9999.0,21,34,447,1,8,30,54,0,62
May,1940,16.7,1.0,8.8,60,-9999.0,1,129,285,3,17,3,104,44,51
Jun,1940,21.0,3.4,12.2,30,-9999.0,0,217,175,4,25,0,129,98,48
Jul,1940,24.3,5.7,15.0,31,-9999.0,0,306,101,8,30,0,144,113,46
Aug,1940,24.3,3.6,13.9,8,-9999.0,0,278,127,6,26,0,126,118,41
Sep,1940,18.6,5.2,11.9,70,-9999.0,0,211,186,6,26,2,69,0,58
Oct,1940,9.5,1.6,5.5,94,-9999.0,8,64,387,1,20,5,29,0,73
Nov,1940,-2.1,-8.8,-5.5,118,-9999.0,186,3,704,0,1,98,0,0,72
Dec,1940,-0.6,-7.3,-4.0,82,-9999.0,147,6,677,0,2,53,0,0,72
Jan,1941,-1.5,-8.8,-5.2,98,-9999.0,183,4,719,0,1,69,0,0,70
Feb,1941,2.0,-8.3,-3.2,29,-9999.0,119,7,589,0,1,21,0,0,60
Mar,1941,8.2,-5.7,1.3,33,-9999.0,47,27,520,0,3,13,42,8,51
Apr,1941,12.1,-3.4,4.4,19,-9999.0,13,49,410,1,5,4,69,50,49
May,1941,12.9,1.7,7.3,139,-9999.0,2,88,333,2,20,15,82,0,63
Jun,1941,17.6,4.4,11.0,75,-9999.0,0,180,212,2,27,1,107,32,59
Jul,1941,24.8,6.6,15.7,24,-9999.0,0,334,82,12,30,0,145,122,48
Aug,1941,21.0,5.2,13.1,54,-9999.0,0,252,154,4,29,1,107,53,52
Sep,1941,10.9,2.1,6.5,165,-9999.0,3,71,345,1,20,25,46,0,70
Oct,1941,6.5,-1.5,2.5,96,-9999.0,25,28,483,0,10,26,25,0,71
Nov,1941,3.8,-4.3,-0.3,142,-9999.0,67,14,548,0,5,53,0,0,69
Dec,1941,-0.9,-7.9,-4.4,196,-9999.0,159,5,691,0,2,136,0,0,72
Jan,1942,-5.2,-13.3,-9.2,50,-9999.0,289,1,844,0,0,46,0,0,65
Feb,1942,-1.4,-11.3,-6.3,65,-9999.0,195,3,678,0,0,60,0,0,59
Mar,1942,4.1,-7.4,-1.7,71,-9999.0,96,12,611,0,2,57,0,0,57
Apr,1942,10.5,-3.3,3.6,69,-9999.0,18,39,433,1,5,20,63,0,53
May,1942,11.1,-0.3,5.4,213,-9999.0,5,52,391,1,13,55,77,0,62
Jun,1942,14.0,2.8,8.4,161,-9999.0,1,108,290,1,23,10,89,0,64
Jul,1942,21.9,5.2,13.6,65,-9999.0,0,267,137,4,30,1,131,66,50
Aug,1942,22.7,4.5,13.6,18,-9999.0,0,268,138,5,28,0,117,98,47
Sep,1942,18.1,1.2,9.7,27,-9999.0,1,148,250,3,18,1,72,45,49
Oct,1942,10.4,-1.5,4.4,73,-9999.0,12,48,422,0,10,7,34,0,60
Nov,1942,-0.3,-7.1,-3.7,242,-9999.0,144,5,651,0,2,170,0,0,71
Dec,1942,-1.1,-8.5,-4.8,129,-9999.0,169,5,703,0,1,94,0,0,71
Jan,1943,-7.1,-15.6,-11.4,251,-9999.0,355,1,910,0,0,242,0,0,63
Feb,1943,1.4,-9.6,-4.1,100,-9999.0,140,6,615,0,1,79,0,0,56
Mar,1943,-0.4,-12.2,-6.3,128,-9999.0,216,3,756,0,0,127,0,0,52
Apr,1943,10.4,-2.5,4.0,118,-9999.0,16,43,422,1,7,29,61,0,56
May,1943,10.9,-1.2,4.8,60,-9999.0,6,44,408,1,10,19,77,17,60
Jun,1943,13.8,1.5,7.6,109,-9999.0,1,90,312,0,19,10,91,0,60
Jul,1943,22.9,4.1,13.5,20,-9999.0,0,264,139,4,28,0,138,117,46
Aug,1943,21.7,3.4,12.5,19,-9999.0,0,235,171,3,26,0,113,94,46
Sep,1943,19.7,0.0,9.8,10,-9999.0,1,152,246,3,14,1,78,69,42
Oct,1943,9.1,-0.8,4.1,108,-9999.0,14,44,431,0,12,13,30,0,66
Nov,1943,1.7,-5.5,-1.9,51,-9999.0,101,9,597,0,4,28,0,0,71
Dec,1943,-2.9,-9.6,-6.2,42,-9999.0,209,3,747,0,1,35,0,0,69
Jan,1944,-1.9,-10.6,-6.3,48,-9999.0,212,3,753,0,1,37,0,0,64
Feb,1944,-0.5,-10.4,-5.4,49,-9999.0,172,4,652,0,1,43,0,0,60
Mar,1944,2.2,-9.5,-3.7,52,-9999.0,144,7,674,0,1,49,0,0,55
Apr,1944,10.0,-4.7,2.7,63,-9999.0,24,30,461,0,3,26,62,0,50
May,1944,14.6,0.7,7.6,44,-9999.0,1,97,322,2,16,4,93,49,56
Jun,1944,17.4,3.4,10.4,90,-9999.0,0,163,229,1,25,2,107,18,57
Jul,1944,23.5,4.1,13.8,15,-9999.0,0,273,132,4,28,0,141,126,44
Aug,1944,21.5,3.5,12.5,33,-9999.0,0,233,173,3,26,1,112,79,47
Sep,1944,18.3,2.4,10.3,61,-9999.0,1,167,231,3,21,3,71,11,51
Oct,1944,12.9,-0.6,6.2,27,-9999.0,6,75,367,1,13,1,39,12,56
Nov,1944,1.0,-5.1,-2.1,65,-9999.0,104,9,602,0,4,36,0,0,75
Dec,1944,-3.4,-10.3,-6.9,62,-9999.0,228,3,768,0,1,54,0,0,72
Jan,1945,-0.8,-7.8,-4.3,140,-9999.0,160,6,692,0,2,87,0,0,71
Feb,1945,0.8,-8.6,-3.9,113,-9999.0,136,6,610,0,1,88,0,0,62
Mar,1945,2.3,-7.2,-2.5,154,-9999.0,114,9,636,0,2,135,0,0,63
Apr,1945,4.9,-5.2,-0.1,129,-9999.0,59,13,544,0,3,103,0,0,63
May,1945,14.2,0.0,7.1,69,-9999.0,2,85,337,2,14,8,92,23,55
Jun,1945,16.0,2.2,9.1,93,-9999.0,1,127,267,1,22,4,102,9,57
Jul,1945,24.6,4.2,14.4,6,-9999.0,0,291,116,6,28,0,148,142,42
Aug,1945,24.4,4.2,14.3,12,-9999.0,0,287,119,7,28,0,126,113,42
Sep,1945,14.3,0.7,7.5,113,-9999.0,2,91,315,1,16,13,59,0,57
Oct,1945,10.4,-0.9,4.7,126,-9999.0,11,52,412,0,12,11,33,0,62
Nov,1945,-0.1,-6.1,-3.1,196,-9999.0,129,6,633,0,3,127,0,0,75
Dec,1945,-2.7,-9.3,-6.0,132,-9999.0,203,3,740,0,1,109,0,0,71
Jan,1946,-1.3,-9.6,-5.4,147,-9999.0,190,4,727,0,1,107,0,0,66
Feb,1946,0.3,-9.0,-4.4,103,-9999.0,146,5,622,0,1,84,0,0,62
Mar,1946,4.4,-4.7,-0.2,114,-9999.0,68,18,565,0,4,70,0,0,66
Apr,1946,9.1,-2.4,3.3,72,-9999.0,19,37,440,1,7,23,56,0,60
May,1946,14.6,-0.7,7.0,50,-9999.0,2,82,342,1,12,6,95,45,51
Jun,1946,16.6,2.4,9.5,91,-9999.0,0,137,256,1,22,3,105,13,56
Jul,1946,23.5,4.2,13.9,22,-9999.0,0,275,130,5,28,0,142,119,44
Aug,1946,22.5,3.8,13.1,28,-9999.0,0,254,152,4,27,0,116,88,46
Sep,1946,15.4,1.4,8.4,72,-9999.0,1,113,288,2,18,6,63,0,56
Oct,1946,5.5,-3.6,0.9,133,-9999.0,44,18,532,0,5,65,25,0,67
Nov,1946,-0.8,-9.5,-5.1,295,-9999.0,178,3,694,0,1,238,0,0,64
Dec,1946,-2.2,-10.6,-6.4,147,-9999.0,213,3,752,0,1,124,0,0,72
Jan,1947,-3.5,-12.7,-8.1,144,-9999.0,257,2,808,0,0,128,0,0,61
Feb,1947,1.5,-10.3,-4.4,99,-9999.0,147,5,623,0,1,80,0,0,54
Mar,1947,4.9,-6.8,-1.0,101,-9999.0,82,14,590,0,2,73,0,0,56
Apr,1947,8.9,-3.5,2.7,50,-9999.0,24,31,458,0,5,20,57,7,57
May,1947,16.0,0.7,8.3,42,-9999.0,1,115,300,2,16,3,100,58,52
Jun,1947,14.9,2.9,8.9,134,-9999.0,1,121,274,1,24,6,94,0,61
Jul,1947,24.2,4.6,14.4,11,-9999.0,0,291,116,6,29,0,145,134,44
Aug,1947,20.2,4.0,12.1,72,-9999.0,0,221,185,3,27,2,105,33,51
Sep,1947,15.1,2.5,8.8,78,-9999.0,1,123,277,2,21,6,60,0,60
Oct,1947,8.1,1.8,5.0,264,-9999.0,10,55,406,0,20,20,25,0,79
Nov,1947,-0.4,-6.1,-3.2,75,-9999.0,132,6,637,0,3,50,0,0,76
Dec,1947,-0.5,-7.4,-4.0,87,-9999.0,148,6,678,0,2,56,0,0,65
Jan,1948,-1.9,-11.3,-6.6,127,3.3,221,3,764,0,1,103,0,0,61
Feb,1948,-1.8,-12.0,-6.9,170,7.0,208,3,693,0,0,160,0,0,58
Mar,1948,1.0,-9.9,-4.4,95,11.9,165,5,697,0,1,92,0,0,57
Apr,1948,5.9,-3.4,1.2,166,13.9,39,20,503,0,5,104,46,0,66
May,1948,12.3,1.8,7.1,146,16.8,2,84,339,1,20,18,79,0,65
Jun,1948,18.2,6.0,12.1,164,17.6,0,214,178,3,29,1,106,0,62
Jul,1948,19.7,4.4,12.0,77,22.0,0,219,185,2,29,1,119,42,53
Aug,1948,19.4,5.4,12.4,33,17.6,0,230,175,3,29,1,98,65,57
Sep,1948,17.0,1.4,9.2,23,13.2,1,134,265,2,18,1,68,45,52
Oct,1948,9.2,-2.9,3.2,52,7.6,20,34,461,0,7,10,32,0,58
Nov,1948,0.3,-5.6,-2.6,187,2.7,118,7,619,0,3,114,0,0,76
Dec,1948,-5.9,-14.3,-10.1,167,2.3,315,1,867,0,0,162,0,0,72
Jan,1949,-9.7,-22.6,-16.2,54,3.5,502,0,1057,0,0,53,0,0,45
Feb,1949,-2.7,-14.0,-8.3,249,6.9,242,2,734,0,0,242,0,0,53
Mar,1949,2.1,-8.6,-3.3,96,11.4,134,7,661,0,1,88,0,0,58
Apr,1949,11.0,-2.9,4.1,54,15.2,15,45,419,1,6,13,64,11,53
May,1949,15.5,1.0,8.2,50,19.1,1,112,303,2,17,3,97,47,54
Jun,1949,17.4,1.9,9.6,55,21.7,0,141,251,1,21,2,110,55,52
Jul,1949,22.0,4.4,13.2,43,23.0,0,256,146,3,29,0,132,89,48
Aug,1949,23.0,3.9,13.5,40,20.0,0,264,142,5,27,1,119,79,45
Sep,1949,17.4,1.0,9.2,69,12.7,1,135,264,2,17,4,70,1,50
Oct,1949,6.3,-3.6,1.3,103,6.1,38,20,519,0,5,44,27,0,64
Nov,1949,4.8,-2.6,1.1,128,2.7,46,21,508,0,8,33,14,0,73
Dec,1949,-2.4,-10.9,-6.7,164,2.3,222,3,761,0,1,142,0,0,64
Jan,1950,-12.4,-22.0,-17.2,286,2.5,534,0,1089,0,0,285,0,0,56
Feb,1950,-0.6,-9.9,-5.3,133,6.6,168,4,648,0,1,116,0,0,62
Mar,1950,0.5,-7.8,-3.7,196,10.6,145,7,674,0,1,184,0,0,66
Apr,1950,6.4,-4.5,0.9,81,15.3,43,18,513,0,4,55,49,0,61
May,1950,12.1,-1.7,5.2,18,19.0,5,49,397,1,9,5,84,66,55
Jun,1950,16.8,2.6,9.7,94,20.0,0,143,249,1,23,3,106,12,56
Jul,1950,22.2,5.1,13.7,50,22.7,0,269,135,4,29,0,132,82,49
Aug,1950,22.3,4.8,13.6,32,19.5,0,267,139,5,29,0,114,83,48
Sep,1950,18.5,0.4,9.4,27,14.3,1,140,258,2,15,2,74,46,46
Oct,1950,6.6,0.3,3.5,257,5.9,18,37,452,0,16,43,24,0,78
Nov,1950,1.0,-5.8,-2.4,134,2.9,112,8,612,0,3,78,0,0,72
Dec,1950,0.2,-5.9,-2.8,171,2.1,120,8,643,0,3,90,0,0,63
