Month,Year,Max Temp,Min Temp,Ave Temp,Precipitation,Radiation,DDays < 0°C,DDays > 5°C,DDays < 18°C,DDays > 18°C,Frost Free Days,Snowfall,Evaporation,Moisture Deficit,Relative Humidity
Nov,1925,2.4,-5.5,-1.6,146,-9999.0,93,0,586,1,4,73,0,0,69
Dec,1925,2.8,-2.4,0.2,226,-9999.0,62,6,549,0,9,50,0,0,67
Jan,1926,-0.2,-6.3,-3.2,77,-9999.0,134,0,660,0,3,41,0,0,74
Feb,1926,2.0,-4.9,-1.5,208,-9999.0,84,0,541,0,4,106,0,0,73
Mar,1926,5.3,-4.8,0.3,45,-9999.0,61,0,552,0,4,25,32,0,63
Apr,1926,8.7,-2.2,3.3,64,-9999.0,20,23,442,0,8,21,53,0,62
May,1926,9.1,0.0,4.5,83,-9999.0,7,40,418,0,14,29,65,0,69
Jun,1926,15.7,3.5,9.6,43,-9999.0,0,140,253,0,25,1,96,53,61
Jul,1926,17.6,6.4,12.0,15,-9999.0,0,216,187,2,30,0,100,84,65
Aug,1926,15.9,5.9,10.9,67,-9999.0,0,181,222,1,30,3,77,10,68
Sep,1926,11.6,1.4,6.5,72,-9999.0,3,70,346,0,18,11,48,0,66
Oct,1926,7.1,0.5,3.8,173,-9999.0,15,41,441,0,16,24,23,0,77
Nov,1926,2.9,-3.8,-0.5,165,-9999.0,70,1,554,1,6,64,0,0,74
Dec,1926,-1.6,-8.1,-4.9,198,-9999.0,171,0,705,0,2,146,8,0,79
Jan,1927,-3.0,-8.7,-5.9,162,-9999.0,201,0,740,0,2,123,0,0,76
Feb,1927,-1.4,-8.6,-5.0,191,-9999.0,162,0,641,0,1,164,0,0,70
Mar,1927,0.6,-6.7,-3.1,147,-9999.0,129,0,655,0,2,134,0,0,70
Apr,1927,3.3,-4.8,-0.7,91,-9999.0,70,1,562,0,3,77,0,0,69
May,1927,7.8,-1.2,3.3,84,-9999.0,14,27,457,0,10,41,61,0,69
Jun,1927,15.0,4.1,9.5,37,-9999.0,0,138,255,0,26,1,91,54,65
Jul,1927,16.6,6.4,11.5,29,-9999.0,0,201,202,1,30,1,94,65,67
Aug,1927,16.9,7.1,12.0,107,-9999.0,0,218,187,2,30,3,79,0,69
Sep,1927,11.0,5.1,8.0,170,-9999.0,2,103,300,1,26,16,38,0,80
Oct,1927,5.5,-0.1,2.7,270,-9999.0,24,29,477,0,14,66,20,0,80
Nov,1927,-0.5,-6.6,-3.6,174,-9999.0,141,0,648,1,2,120,0,0,75
Dec,1927,-5.1,-11.9,-8.5,101,-9999.0,270,0,817,0,0,94,0,0,72
Jan,1928,-0.5,-6.5,-3.5,190,-9999.0,139,0,667,0,3,104,0,0,75
Feb,1928,0.8,-7.7,-3.5,57,-9999.0,126,0,598,0,1,42,0,0,66
Mar,1928,2.1,-5.2,-1.5,191,-9999.0,94,0,608,0,3,151,0,0,71
Apr,1928,4.2,-4.0,0.1,65,-9999.0,56,2,537,0,4,50,39,0,69
May,1928,12.5,1.1,6.8,40,-9999.0,2,77,349,0,18,6,80,40,63
Jun,1928,14.3,3.8,9.0,50,-9999.0,1,125,269,0,26,2,88,38,66
Jul,1928,17.9,6.9,12.4,14,-9999.0,0,230,174,2,30,0,101,86,65
Aug,1928,16.2,5.6,10.9,11,-9999.0,0,181,222,1,29,0,80,69,66
Sep,1928,14.4,3.6,9.0,73,-9999.0,1,129,271,2,24,5,54,0,65
Oct,1928,5.8,-1.2,2.3,179,-9999.0,27,27,487,0,11,51,22,0,75
Nov,1928,3.0,-4.2,-0.6,144,-9999.0,74,0,559,1,5,59,0,0,72
Dec,1928,-0.8,-7.5,-4.1,159,-9999.0,152,0,683,0,2,106,0,0,70
Jan,1929,-5.4,-13.3,-9.4,46,-9999.0,293,0,847,0,0,42,0,0,66
Feb,1929,-3.6,-13.2,-8.4,59,-9999.0,242,0,735,0,0,57,0,0,60
Mar,1929,1.4,-6.1,-2.4,128,-9999.0,112,0,633,0,2,110,0,0,70
Apr,1929,3.3,-5.2,-1.0,89,-9999.0,75,0,569,0,3,77,0,0,67
May,1929,10.4,-0.9,4.7,39,-9999.0,6,43,411,0,11,13,73,34,62
Jun,1929,13.1,3.1,8.1,64,-9999.0,1,101,298,0,24,5,83,18,67
Jul,1929,15.8,5.0,10.4,42,-9999.0,0,165,237,0,29,2,93,51,65
Aug,1929,16.9,6.3,11.6,48,-9999.0,0,205,200,2,30,1,82,34,66
Sep,1929,14.4,3.8,9.1,43,-9999.0,1,131,268,2,24,3,54,11,65
Oct,1929,7.9,-0.1,3.9,130,-9999.0,15,42,438,0,14,17,25,0,72
Nov,1929,2.8,-4.7,-0.9,49,-9999.0,80,2,568,0,5,21,0,0,71
Dec,1929,-1.6,-6.6,-4.1,243,-9999.0,152,0,683,0,3,162,0,0,72
Jan,1930,-8.5,-16.7,-12.6,67,-9999.0,392,0,947,0,0,66,0,0,64
Feb,1930,0.4,-6.3,-2.9,386,-9999.0,113,0,582,0,2,264,0,0,72
Mar,1930,1.8,-6.8,-2.5,94,-9999.0,115,0,636,0,2,82,0,0,66
Apr,1930,6.7,-1.9,2.4,195,-9999.0,27,20,469,0,9,89,45,0,69
May,1930,8.5,-1.5,3.5,69,-9999.0,12,29,449,0,9,32,65,0,65
Jun,1930,12.9,2.9,7.9,74,-9999.0,1,97,303,0,24,6,82,8,67
Jul,1930,16.7,5.6,11.1,22,-9999.0,0,188,214,1,30,1,96,75,65
Aug,1930,17.7,6.3,12.0,26,-9999.0,0,217,188,2,30,1,86,60,64
Sep,1930,13.1,4.4,8.7,97,-9999.0,1,122,278,2,25,7,48,0,71
Oct,1930,4.8,-2.0,1.4,123,-9999.0,38,20,518,0,9,52,21,0,75
Nov,1930,2.1,-5.1,-1.5,113,-9999.0,92,3,586,0,4,56,0,0,72
Dec,1930,1.7,-4.1,-1.2,86,-9999.0,85,5,592,0,5,30,0,0,78
Jan,1931,1.9,-3.6,-0.9,205,-9999.0,83,1,587,0,7,62,0,0,78
Feb,1931,0.1,-6.2,-3.0,132,-9999.0,116,0,585,0,2,92,0,0,74
Mar,1931,1.5,-5.2,-1.9,141,-9999.0,101,0,618,0,3,116,0,0,74
Apr,1931,6.1,-2.4,1.8,92,-9999.0,32,11,485,0,7,49,44,0,69
May,1931,11.9,-0.1,5.9,25,-9999.0,3,61,374,0,14,5,79,55,61
Jun,1931,12.5,3.2,7.9,128,-9999.0,1,96,305,0,24,10,79,0,69
Jul,1931,18.1,5.6,11.8,18,-9999.0,0,212,192,2,30,0,105,87,61
Aug,1931,17.0,5.5,11.3,28,-9999.0,0,194,210,2,29,1,84,56,64
Sep,1931,10.3,4.9,7.6,192,-9999.0,2,93,313,1,26,21,36,0,82
Oct,1931,6.9,-1.0,3.0,155,-9999.0,21,32,468,0,12,33,24,0,72
Nov,1931,-0.6,-8.5,-4.6,173,-9999.0,165,0,676,1,1,133,0,0,68
Dec,1931,-1.0,-7.2,-4.1,232,-9999.0,151,0,681,0,2,154,0,0,76
Jan,1932,-3.8,-9.9,-6.8,145,-9999.0,227,0,770,0,1,119,0,0,74
Feb,1932,-2.3,-9.1,-5.7,252,-9999.0,178,0,659,0,1,226,0,0,71
Mar,1932,-0.4,-5.6,-3.0,175,-9999.0,127,0,652,0,3,159,0,0,78
Apr,1932,5.2,-2.5,1.3,115,-9999.0,38,8,501,0,7,71,41,0,72
May,1932,9.9,-0.9,4.5,34,-9999.0,7,40,418,0,11,12,71,37,64
Jun,1932,15.8,2.8,9.3,48,-9999.0,0,132,261,0,23,2,99,51,59
Jul,1932,12.4,5.0,8.7,105,-9999.0,0,116,289,0,29,7,72,0,75
Aug,1932,15.8,6.9,11.4,89,-9999.0,0,196,208,2,30,3,74,0,71
Sep,1932,13.5,4.0,8.7,59,-9999.0,1,122,279,2,25,4,50,0,69
Oct,1932,7.0,-0.5,3.3,159,-9999.0,19,35,458,0,13,29,24,0,74
Nov,1932,3.2,-3.2,0.0,284,-9999.0,62,4,539,1,7,98,11,0,76
Dec,1932,-2.4,-8.6,-5.5,167,-9999.0,189,0,725,0,1,132,0,0,74
Jan,1933,-1.8,-6.9,-4.4,252,-9999.0,162,0,695,0,3,160,0,0,79
Feb,1933,-4.2,-11.8,-8.0,155,-9999.0,233,0,723,0,0,149,0,0,67
Mar,1933,0.6,-6.8,-3.1,175,-9999.0,130,0,656,0,2,160,0,0,70
Apr,1933,4.9,-5.2,-0.2,30,-9999.0,60,3,545,0,3,24,0,0,63
May,1933,6.2,-2.2,2.0,84,-9999.0,25,17,496,0,7,52,55,0,70
Jun,1933,12.8,1.8,7.3,59,-9999.0,1,83,322,0,20,6,84,25,64
Jul,1933,16.4,4.9,10.7,28,-9999.0,0,173,228,0,29,1,97,69,63
Aug,1933,18.0,6.8,12.4,38,-9999.0,0,230,175,3,30,1,86,48,65
Sep,1933,10.1,3.9,7.0,263,-9999.0,2,81,330,0,25,34,38,0,79
Oct,1933,6.8,-1.1,2.9,202,-9999.0,22,31,470,0,12,45,24,0,72
Nov,1933,4.7,-1.8,1.5,117,-9999.0,41,13,496,1,10,27,12,0,76
Dec,1933,-1.6,-8.1,-4.8,421,-9999.0,171,0,705,0,2,310,0,0,73
Jan,1934,0.6,-5.2,-2.3,252,-9999.0,112,0,630,0,4,108,0,0,76
Feb,1934,3.1,-5.9,-1.4,135,-9999.0,83,0,539,0,3,67,0,0,65
Mar,1934,4.7,-3.8,0.4,140,-9999.0,59,0,547,0,5,72,30,0,68
Apr,1934,10.3,-0.9,4.7,23,-9999.0,12,39,400,0,11,4,58,34,62
May,1934,11.3,0.9,6.1,114,-9999.0,3,64,369,0,17,22,74,0,65
Jun,1934,15.4,2.7,9.1,33,-9999.0,1,125,269,0,23,1,96,64,60
Jul,1934,14.9,5.5,10.2,82,-9999.0,0,159,243,0,30,3,86,4,69
Aug,1934,17.2,6.4,11.8,62,-9999.0,0,212,193,2,30,2,83,21,66
Sep,1934,11.5,3.8,7.7,102,-9999.0,2,95,311,1,24,11,43,0,74
Oct,1934,8.1,0.1,4.1,192,-9999.0,14,44,432,0,15,23,26,0,72
Nov,1934,3.4,-3.1,0.1,248,-9999.0,60,3,536,1,7,84,11,0,75
Dec,1934,-1.5,-7.2,-4.4,287,-9999.0,158,0,690,0,2,198,0,0,72
Jan,1935,-4.1,-10.5,-7.3,493,-9999.0,238,0,784,0,1,418,0,0,73
Feb,1935,1.9,-6.1,-2.1,109,-9999.0,97,0,559,0,2,64,0,0,68
Mar,1935,-2.0,-7.7,-4.8,223,-9999.0,176,0,710,0,1,216,0,0,76
Apr,1935,3.9,-5.9,-1.0,45,-9999.0,75,0,569,0,2,39,0,0,63
May,1935,9.9,-1.9,4.0,20,-9999.0,9,34,434,0,8,8,72,52,60
Jun,1935,13.2,2.6,7.9,31,-9999.0,1,96,304,0,23,3,84,53,65
Jul,1935,15.1,5.7,10.4,68,-9999.0,0,165,236,0,30,2,87,19,69
Aug,1935,15.0,5.3,10.2,74,-9999.0,0,158,245,0,29,4,74,0,69
Sep,1935,14.4,4.4,9.4,97,-9999.0,1,140,259,2,25,6,53,0,67
Oct,1935,5.8,-2.3,1.8,128,-9999.0,33,22,505,0,8,46,23,0,71
Nov,1935,1.0,-6.4,-2.7,106,-9999.0,119,0,621,1,3,65,0,0,70
Dec,1935,2.1,-4.0,-0.9,153,-9999.0,80,3,584,0,6,49,0,0,75
Jan,1936,-0.9,-7.1,-4.0,141,-9999.0,153,0,684,0,2,85,0,0,74
Feb,1936,-7.8,-15.9,-11.8,152,-9999.0,334,0,831,0,0,151,0,0,65
Mar,1936,-0.7,-7.3,-4.0,186,-9999.0,153,0,684,0,2,176,0,0,73
Apr,1936,6.2,-3.4,1.4,90,-9999.0,37,12,498,0,5,54,45,0,65
May,1936,11.5,1.4,6.5,95,-9999.0,3,71,358,0,19,15,74,0,66
Jun,1936,14.4,4.0,9.2,114,-9999.0,1,128,265,0,26,5,88,0,66
Jul,1936,16.2,5.8,11.0,70,-9999.0,0,185,217,0,30,2,93,23,67
Aug,1936,17.1,6.3,11.7,94,-9999.0,0,209,196,2,30,3,83,0,66
Sep,1936,12.1,3.5,7.8,115,-9999.0,2,98,307,1,24,12,46,0,71
Oct,1936,9.2,-0.2,4.5,55,-9999.0,12,49,420,0,14,5,28,0,68
Nov,1936,4.2,-4.6,-0.2,56,-9999.0,66,7,547,0,5,21,0,0,67
Dec,1936,-0.8,-7.2,-4.0,306,-9999.0,149,0,679,0,2,201,0,0,75
Jan,1937,-7.8,-17.1,-12.4,65,-9999.0,387,0,942,0,0,63,0,0,60
Feb,1937,-3.9,-11.7,-7.8,268,-9999.0,230,0,719,0,0,258,0,0,67
Mar,1937,2.4,-6.0,-1.8,91,-9999.0,99,0,615,0,3,74,0,0,67
Apr,1937,2.6,-3.5,-0.5,167,-9999.0,65,4,554,0,5,137,0,0,76
May,1937,9.6,-0.8,4.4,85,-9999.0,8,39,421,0,11,31,69,0,65
Jun,1937,14.0,3.4,8.7,98,-9999.0,1,115,280,0,25,5,87,0,65
Jul,1937,16.6,6.7,11.6,33,-9999.0,0,205,198,1,30,1,93,60,68
Aug,1937,13.5,5.5,9.5,105,-9999.0,0,138,265,0,29,6,66,0,74
Sep,1937,14.5,5.5,10.0,68,-9999.0,1,156,241,3,27,3,51,0,71
Oct,1937,8.6,0.8,4.7,200,-9999.0,11,51,414,0,17,18,26,0,73
Nov,1937,2.1,-4.5,-1.2,206,-9999.0,85,4,576,0,5,96,0,0,74
Dec,1937,-0.8,-7.1,-3.9,281,-9999.0,147,0,677,0,2,182,0,0,73
Jan,1938,-1.0,-7.3,-4.1,124,-9999.0,156,0,687,0,2,76,0,0,73
Feb,1938,-3.0,-10.3,-6.7,206,-9999.0,203,0,687,0,1,193,0,0,69
Mar,1938,0.2,-6.7,-3.2,214,-9999.0,134,0,660,0,2,196,0,0,72
Apr,1938,5.8,-3.7,1.0,70,-9999.0,42,7,510,0,5,46,44,0,65
May,1938,10.5,-0.8,4.8,34,-9999.0,6,44,409,0,11,11,73,39,62
Jun,1938,16.1,3.9,10.0,26,-9999.0,0,151,241,1,26,1,98,72,61
Jul,1938,18.0,6.6,12.3,32,-9999.0,0,227,178,2,30,1,102,70,64
Aug,1938,15.0,5.0,10.0,74,-9999.0,0,153,249,0,29,4,75,1,68
Sep,1938,15.0,6.5,10.7,94,-9999.0,0,178,219,4,28,4,51,0,72
Oct,1938,7.9,-0.1,3.9,197,-9999.0,15,41,439,0,14,27,25,0,73
Nov,1938,1.1,-6.5,-2.7,135,-9999.0,119,0,621,1,3,83,0,0,69
Dec,1938,-0.6,-7.3,-4.0,280,-9999.0,148,0,678,0,2,182,0,0,74
Jan,1939,0.1,-5.0,-2.5,233,-9999.0,116,0,636,0,5,105,0,0,79
Feb,1939,-3.1,-10.9,-7.0,107,-9999.0,211,0,696,0,0,101,0,0,67
Mar,1939,1.8,-6.3,-2.3,73,-9999.0,110,0,631,0,2,63,0,0,68
Apr,1939,6.3,-2.4,2.0,87,-9999.0,31,13,482,0,7,46,45,0,68
May,1939,10.2,0.0,5.1,104,-9999.0,5,47,401,0,14,30,70,0,66
Jun,1939,11.3,2.3,6.8,111,-9999.0,2,73,337,0,22,16,74,0,70
Jul,1939,16.2,5.5,10.8,63,-9999.0,0,178,224,0,30,2,94,30,66
Aug,1939,18.4,6.2,12.3,24,-9999.0,0,227,179,3,30,1,89,65,62
Sep,1939,13.1,4.5,8.8,77,-9999.0,1,123,277,2,26,6,48,0,72
Oct,1939,6.5,-0.7,2.9,180,-9999.0,22,31,470,0,13,40,23,0,75
Nov,1939,5.9,-0.8,2.6,330,-9999.0,29,20,464,1,13,53,13,0,76
Dec,1939,3.2,-2.6,0.3,375,-9999.0,61,9,546,0,8,80,0,0,72
Jan,1940,0.3,-6.1,-2.9,131,-9999.0,126,0,650,0,3,65,0,0,74
Feb,1940,-0.3,-6.5,-3.4,231,-9999.0,123,0,595,0,2,169,0,0,74
Mar,1940,3.6,-3.9,-0.2,153,-9999.0,68,0,565,0,5,94,0,0,71
Apr,1940,7.0,-1.9,2.5,76,-9999.0,25,16,464,0,9,33,46,0,69
May,1940,11.7,0.8,6.3,102,-9999.0,3,67,364,0,17,18,76,0,64
Jun,1940,16.7,3.7,10.2,27,-9999.0,0,158,235,1,26,1,102,75,59
Jul,1940,16.6,7.1,11.8,31,-9999.0,0,212,192,2,31,1,92,61,69
Aug,1940,17.0,7.0,12.0,68,-9999.0,0,216,189,2,30,2,80,12,68
Sep,1940,14.8,7.1,10.9,92,-9999.0,0,184,213,4,28,3,49,0,75
Oct,1940,8.1,1.2,4.7,244,-9999.0,11,51,415,0,18,22,25,0,76
Nov,1940,-0.2,-8.2,-4.2,116,-9999.0,156,0,665,1,2,86,0,0,67
Dec,1940,0.4,-5.3,-2.5,230,-9999.0,111,0,632,0,4,112,8,0,78
Jan,1941,0.4,-5.9,-2.8,159,-9999.0,122,0,645,0,4,76,0,0,74
Feb,1941,1.8,-6.0,-2.1,121,-9999.0,97,0,560,0,3,71,0,0,69
Mar,1941,5.5,-3.8,0.8,49,-9999.0,53,1,535,0,5,22,32,0,66
Apr,1941,7.7,-2.1,2.8,58,-9999.0,23,19,456,0,8,23,50,0,65
May,1941,8.8,0.2,4.5,139,-9999.0,7,39,419,0,15,49,63,0,71
Jun,1941,13.2,3.5,8.4,87,-9999.0,1,108,290,0,25,5,82,0,68
Jul,1941,18.5,7.4,13.0,25,-9999.0,0,248,157,3,31,0,103,78,65
Aug,1941,15.8,6.9,11.4,129,-9999.0,0,196,208,2,30,4,74,0,72
Sep,1941,9.4,4.1,6.8,179,-9999.0,3,76,338,0,25,25,34,0,82
Oct,1941,6.1,-0.2,3.0,243,-9999.0,21,32,468,0,14,52,22,0,78
Nov,1941,3.8,-4.0,-0.1,213,-9999.0,64,2,542,1,6,76,0,0,70
Dec,1941,-0.9,-7.3,-4.1,290,-9999.0,150,0,681,0,2,191,0,0,76
Jan,1942,-0.6,-7.8,-4.2,84,-9999.0,158,0,689,0,2,52,0,0,70
Feb,1942,-0.6,-8.3,-4.5,52,-9999.0,149,0,625,0,1,43,0,0,68
Mar,1942,0.8,-6.6,-2.9,128,-9999.0,126,0,651,0,2,115,0,0,70
Apr,1942,5.3,-2.9,1.2,90,-9999.0,39,8,504,0,6,57,42,0,70
May,1942,8.9,0.1,4.5,40,-9999.0,7,39,419,0,14,14,64,23,70
Jun,1942,12.9,3.1,8.0,106,-9999.0,1,98,301,0,24,8,81,0,68
Jul,1942,17.0,7.5,12.2,84,-9999.0,0,225,179,2,31,1,92,9,70
Aug,1942,18.5,7.6,13.1,37,-9999.0,0,252,154,4,30,1,87,50,66
Sep,1942,13.9,4.6,9.2,58,-9999.0,1,135,264,2,26,4,50,0,70
Oct,1942,7.6,0.1,3.8,153,-9999.0,15,41,440,0,15,21,25,0,74
Nov,1942,0.3,-6.7,-3.2,208,-9999.0,131,0,635,1,2,137,0,0,71
Dec,1942,-0.3,-6.2,-3.3,268,-9999.0,130,0,656,0,3,154,0,0,73
Jan,1943,-6.7,-13.3,-10.0,131,-9999.0,313,0,868,0,0,124,0,0,71
Feb,1943,1.2,-7.3,-3.1,179,-9999.0,116,0,586,0,2,125,0,0,66
Mar,1943,-0.4,-8.5,-4.5,143,-9999.0,165,0,698,0,1,138,0,0,66
Apr,1943,6.5,-2.4,2.1,178,-9999.0,30,15,478,0,7,90,45,0,68
May,1943,7.7,-1.4,3.1,44,-9999.0,15,25,461,0,9,22,61,17,68
Jun,1943,12.8,2.1,7.5,55,-9999.0,1,87,317,0,21,6,83,28,65
Jul,1943,15.8,5.8,10.8,40,-9999.0,0,178,223,0,30,1,91,51,68
Aug,1943,14.3,6.6,10.5,65,-9999.0,0,167,236,1,30,3,67,2,75
Sep,1943,15.2,4.7,9.9,45,-9999.0,1,155,243,3,26,2,55,10,66
Oct,1943,7.1,0.0,3.6,235,-9999.0,17,38,449,0,15,38,24,0,76
Nov,1943,3.3,-4.0,-0.3,75,-9999.0,68,4,550,1,6,29,0,0,72
Dec,1943,-0.6,-7.4,-4.0,97,-9999.0,148,0,678,0,2,63,0,0,75
Jan,1944,-0.9,-7.1,-4.0,169,-9999.0,152,0,683,0,3,101,0,0,74
Feb,1944,-1.4,-8.5,-5.0,115,-9999.0,161,0,639,0,1,98,0,0,70
Mar,1944,-0.3,-8.1,-4.2,120,-9999.0,159,0,690,0,1,115,0,0,68
Apr,1944,5.5,-3.1,1.2,81,-9999.0,40,7,505,0,6,51,43,0,68
May,1944,9.8,-0.7,4.5,52,-9999.0,7,40,418,0,12,18,70,18,64
Jun,1944,13.9,3.7,8.8,47,-9999.0,1,118,277,0,25,2,86,38,67
Jul,1944,16.7,6.5,11.6,37,-9999.0,0,204,199,1,30,1,94,57,68
Aug,1944,15.0,6.3,10.7,39,-9999.0,0,173,229,1,30,2,71,32,72
Sep,1944,14.3,5.4,9.8,126,-9999.0,1,152,245,3,27,7,51,0,71
Oct,1944,9.3,1.0,5.1,155,-9999.0,9,58,400,0,18,11,27,0,72
Nov,1944,2.1,-4.5,-1.2,218,-9999.0,85,0,576,1,5,101,0,0,74
Dec,1944,-1.8,-8.5,-5.1,92,-9999.0,178,0,713,0,1,70,0,0,72
Jan,1945,-0.4,-6.8,-3.6,158,-9999.0,142,0,671,0,3,88,0,0,73
Feb,1945,0.0,-6.9,-3.4,187,-9999.0,125,0,597,0,2,138,0,0,71
Mar,1945,-0.7,-7.2,-4.0,220,-9999.0,153,0,683,0,2,208,0,0,73
Apr,1945,2.3,-4.8,-1.3,109,-9999.0,81,0,578,0,3,96,0,0,72
May,1945,10.7,0.2,5.5,74,-9999.0,4,53,389,0,15,19,73,0,65
Jun,1945,12.9,2.9,7.9,38,-9999.0,1,96,304,0,24,3,82,44,67
Jul,1945,17.0,6.1,11.6,39,-9999.0,0,203,200,1,30,1,97,58,65
Aug,1945,16.9,6.8,11.9,34,-9999.0,0,213,192,2,30,1,80,46,68
Sep,1945,11.2,3.3,7.2,102,-9999.0,2,86,323,1,23,12,43,0,73
Oct,1945,8.0,-0.2,3.9,144,-9999.0,15,41,439,0,14,19,26,0,72
Nov,1945,-0.6,-7.2,-3.9,291,-9999.0,149,0,657,1,2,209,0,0,73
Dec,1945,-1.7,-7.9,-4.8,197,-9999.0,170,0,703,0,2,144,0,0,72
Jan,1946,-0.6,-6.7,-3.6,194,-9999.0,143,0,672,0,3,110,0,0,75
Feb,1946,-1.2,-7.0,-4.1,219,-9999.0,140,0,615,0,2,174,0,0,76
Mar,1946,1.1,-5.6,-2.2,206,-9999.0,109,0,629,0,3,176,0,0,73
Apr,1946,4.5,-2.7,0.9,152,-9999.0,43,5,513,0,7,102,38,0,73
May,1946,12.3,-0.3,6.0,8,-9999.0,3,62,372,0,13,2,81,73,59
Jun,1946,11.6,2.9,7.3,129,-9999.0,1,83,322,0,24,14,75,0,71
Jul,1946,15.1,5.9,10.5,51,-9999.0,0,169,233,0,30,2,86,35,70
Aug,1946,17.1,6.0,11.5,48,-9999.0,0,202,202,2,30,1,83,35,65
Sep,1946,13.0,4.4,8.7,91,-9999.0,1,121,279,2,25,7,48,0,72
Oct,1946,4.9,-2.7,1.1,140,-9999.0,41,19,525,0,7,63,22,0,72
Nov,1946,-1.1,-8.8,-4.9,158,-9999.0,174,0,688,1,1,125,0,0,68
Dec,1946,-1.7,-8.1,-4.9,224,-9999.0,173,0,707,0,2,166,0,0,74
Jan,1947,-3.1,-9.8,-6.4,229,-9999.0,216,0,758,0,1,183,0,0,71
Feb,1947,0.5,-7.5,-3.5,262,-9999.0,126,0,598,0,2,194,0,0,67
Mar,1947,3.7,-5.6,-0.9,94,-9999.0,82,0,589,0,3,68,0,0,64
Apr,1947,6.2,-2.1,2.1,104,-9999.0,30,13,479,0,8,52,44,0,70
May,1947,12.0,1.3,6.7,58,-9999.0,2,75,351,0,19,8,77,19,65
Jun,1947,12.6,3.1,7.8,78,-9999.0,1,95,305,0,24,6,79,2,69
Jul,1947,15.3,5.8,10.6,83,-9999.0,0,171,231,0,30,3,88,5,69
Aug,1947,14.6,6.0,10.3,44,-9999.0,0,161,241,1,30,2,70,26,72
Sep,1947,14.0,4.3,9.2,62,-9999.0,1,133,266,2,25,4,51,0,69
Oct,1947,6.2,-0.7,2.7,332,-9999.0,23,30,475,0,13,79,22,0,76
Nov,1947,0.2,-7.0,-3.4,47,-9999.0,137,0,642,1,2,32,0,0,70
Dec,1947,-0.2,-6.4,-3.3,355,-9999.0,131,0,657,0,3,206,0,0,73
Jan,1948,-0.5,-6.7,-3.6,168,1.6,142,0,671,0,3,94,0,0,74
Feb,1948,-3.9,-10.5,-7.2,307,9.3,215,0,702,0,1,291,0,0,71
Mar,1948,-1.1,-9.3,-5.2,134,15.2,186,0,721,0,1,131,0,0,66
Apr,1948,1.6,-5.2,-1.8,90,13.7,93,0,594,0,3,82,0,0,73
May,1948,8.6,-0.5,4.0,108,-4.5,9,34,433,0,12,44,63,0,69
Jun,1948,15.8,4.9,10.3,48,15.0,0,161,231,1,27,1,94,46,65
Jul,1948,14.2,5.6,9.9,63,5.0,0,149,253,0,30,3,81,18,72
Aug,1948,13.1,6.5,9.8,162,-26.3,0,146,256,0,30,9,60,0,78
Sep,1948,12.4,3.6,8.0,138,-12.1,2,103,301,1,24,13,47,0,71
Oct,1948,7.1,-1.9,2.6,171,7.1,25,28,480,0,9,44,25,0,68
Nov,1948,0.3,-6.6,-3.2,283,2.6,131,0,635,1,3,185,0,0,72
Dec,1948,-5.0,-12.0,-8.5,180,2.7,271,0,818,0,0,168,0,0,74
Jan,1949,-5.6,-14.9,-10.3,23,9.9,321,0,875,0,0,22,0,0,60
Feb,1949,-4.4,-12.6,-8.5,265,9.1,245,0,738,0,0,258,0,0,65
Mar,1949,0.8,-7.6,-3.4,67,15.5,137,0,665,0,1,62,0,0,66
Apr,1949,5.3,-3.4,0.9,110,-8.3,43,7,512,0,5,74,42,0,68
May,1949,10.9,-0.3,5.3,57,9.5,5,51,393,0,13,15,75,18,63
Jun,1949,12.8,1.9,7.4,58,-8.0,1,84,320,0,21,6,83,25,64
Jul,1949,14.6,4.9,9.7,80,17.0,0,145,257,0,29,4,86,7,68
Aug,1949,14.2,5.6,9.9,119,-14.3,0,149,253,0,29,6,69,0,72
Sep,1949,14.4,4.4,9.4,78,16.2,1,140,259,2,25,5,53,0,67
Oct,1949,4.4,-3.1,0.7,141,0.9,47,16,539,0,7,73,21,0,72
Nov,1949,6.3,-1.6,2.3,321,0.6,31,19,470,1,10,56,14,0,72
Dec,1949,-4.4,-10.7,-7.5,279,2.7,246,0,788,0,1,252,0,0,70
Jan,1950,-14.4,-21.4,-17.9,145,8.4,556,0,1111,0,0,144,0,0,67
Feb,1950,-1.5,-8.0,-4.8,342,5.6,155,0,633,0,1,288,0,0,72
Mar,1950,-1.4,-7.5,-4.4,200,8.6,165,0,697,0,1,192,0,0,74
Apr,1950,2.7,-5.1,-1.2,144,3.7,80,6,576,0,3,127,0,0,70
May,1950,7.3,-2.5,2.4,63,-4.5,21,20,483,0,7,36,61,0,65
Jun,1950,14.9,3.1,9.0,46,7.0,1,124,271,0,24,2,92,46,62
Jul,1950,16.4,5.7,11.0,33,18.0,0,186,216,1,30,1,94,61,66
Aug,1950,16.4,5.7,11.1,84,-7.3,0,187,217,2,30,3,80,0,66
Sep,1950,14.3,3.7,9.0,85,21.7,1,130,270,2,24,6,54,0,66
Oct,1950,4.5,-1.8,1.3,346,5.9,38,20,519,0,9,146,20,0,77
Nov,1950,0.0,-7.2,-3.6,233,3.6,141,2,648,0,2,162,0,0,70
Dec,1950,0.9,-5.0,-2.1,310,0.7,102,4,619,0,4,137,0,0,70
